word_id,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10
24,0.19842976,-0.044762857,-0.28468204,0.11720031,0.25296015,-0.025606154,-0.24604397,0.09164173,0.3496728,0.29534912
25,0.12138687,0.3002593,-0.09193497,-0.23088723,-0.027686505,-0.4550459,-0.057902284,-0.2966191,-0.045416225,0.13282524
26,0.10999838,0.00085269695,-0.314943,0.15742934,-0.028304508,0.15167569,-0.03212817,-0.16239594,-0.04570779,-0.0832615
27,-0.2114662,0.33247182,0.19426678,-0.0741777,0.08454787,0.16550356,-0.36632088,-0.14013964,-0.11740395,0.14995623
28,-0.12673311,-0.06727559,-0.43740484,0.32447037,0.30012733,0.18376325,0.28884783,0.26835427,0.27857235,0.1981821
29,-0.23629405,0.16160981,-0.117945775,0.321599,-0.13488795,-0.2924804,0.26431933,-0.035478514,-0.15035315,-0.20985992
30,-0.07697552,-0.51794946,-0.26913658,-0.44420248,0.032943428,0.015955435,-0.05217644,0.103990585,-0.10098227,-0.029900484
31,0.128567,-0.31240267,0.117395096,-0.279472,0.41022497,0.19484705,0.27627367,-0.28913397,-0.035247345,-0.32108143
32,0.46238694,-0.34424827,-0.006631298,0.06948429,0.070268124,0.30798402,0.20356263,-0.33601534,-0.1876453,0.07630555
33,0.09848757,-0.22838803,0.09094223,-0.48308116,0.46596533,0.1223443,0.37019742,0.044956423,0.48113823,-0.45851463
34,-0.12725797,0.28465763,-0.04200176,-0.21732141,0.36471042,0.006478497,0.4231924,-0.021970332,-0.1110497,-0.38931522
35,0.19628815,0.40535972,-0.167525,-0.19274221,0.30864707,-0.3285635,0.20358448,-0.26425493,0.24241754,-0.34269908
36,0.40233374,-0.29989567,0.12925227,0.32822493,-0.0321634,-0.24614042,0.3700175,-0.40420234,0.12150238,0.08369145
37,0.45975968,-0.043008596,0.36888787,-0.48576805,0.24291858,-0.24259195,0.30614293,0.19182478,-0.18209736,-0.12103699
38,0.41160244,0.4623887,0.24632137,-0.40762478,0.35866186,-0.48536694,0.38993117,0.026510758,0.20718756,-0.3667309
39,0.17628098,0.44123948,0.32439733,-0.06559501,-0.02645016,0.15342908,0.38608176,-0.43012398,0.03632138,0.083806835
40,-0.18044731,0.09490785,0.46582618,-0.121934325,-0.22014004,0.07222527,0.06335362,0.1987746,0.17966884,-0.26735523
41,-0.30208802,-0.12083318,-0.050187815,0.079072624,-0.087745786,-0.25333312,-0.15917079,-0.034838606,-0.008173443,-0.25883815
42,-0.36597145,0.3095185,0.08036834,0.1537578,-0.47127122,0.0055241897,0.15020558,0.19579598,-0.100325845,-0.008175913
43,-0.4029107,0.10825763,0.083012335,-0.41471422,-0.065939695,0.021374475,-0.30910882,-0.09070042,-0.13179249,-0.06511796
44,-0.023955235,0.36186486,-0.015740685,0.34096512,-0.2972597,-0.28290895,-0.25515306,0.041315284,0.18648845,-0.011149382
